name,build,run,revised,comment
REBayes,,,TRUE,MOSEK (http://www.mosek.com) and MOSEK license.
redatamx,,,FALSE,"'Redatam' runtime engine (see https://redatam.org),The dynamic binary library is downloaded from<https://redatam-core.s3.us-west-2.amazonaws.com> during thebuild step. Currently supported platforms are Windows, Linuxand macOS."
redcas,,,FALSE,"'REDUCE' <http://www.reduce-algebra.com>. At leastone of the 'CSL' or 'PSL' dialects must be installed in orderto use the package. Tested with 'REDUCE' releasesandfor both 'CSL' and 'PSL' on Linux, andandfor 'CSL'on MacOS"
redist,gmp libxml2,python3,FALSE,python
redland,redland,,TRUE,"Mac OSX: redland ; Linux: librdf0, librdf0-dev"
redux,hiredis,,TRUE,hiredis
relMix,,,FALSE,"tcltk, tk"
remiod,,,TRUE,JAGS (http://mcmc-jags.sourceforge.net/)
REMixed,,,FALSE,'Monolix'(<https://monolixsuite.slp-software.com/>)
remotes,,,TRUE,"Subversion for install_svn, git for install_git"
REPLesentR,,,TRUE,Presentations written in (R)Markdown require Pandoc(http://pandoc.org).
RepoGenerator,,,TRUE,"GitHub, 'RStudio'"
reportfactory,,,TRUE,pandoc - http://pandoc.org
reprex,,,FALSE,pandoc - https://pandoc.org/
reproducible,,unrar,TRUE,'unrar' (Linux/macOS) or '7-Zip' (Windows) to workwith '.rar' files.
reproj,,,TRUE,PROJ
reservoirnet,,,FALSE,Python
restoptr,,,TRUE,Java
ReSurv,,,FALSE,Python
reticulate,,python3,TRUE,Python
revert,,,FALSE,"R, SAMtools"
revise,,,FALSE,pandoc - http://pandoc.org
rextendr,,cargo,FALSE,Rust 'cargo'; the crate 'libR-sys' must compilewithout error
rfacts,,,TRUE,"FACTS Linux engines, FLFLL,Mono"
rflsgen,,,TRUE,Java
rfriend,,,FALSE,Pandoc
rfviz,xvfb,,TRUE,
rgdal,gdal proj sqlite,,TRUE,
rgeedim,,,TRUE,Python
rgeos,geos,,TRUE,
RGF,,scikit-learn numpy scipy,TRUE,"Python, rgf_python, scikit-learn, scipy, numpy. Detailed installation instructions foreach operating system can be found in the README file."
rgl,libgl libglu libpng freetype,,FALSE,"OpenGL and GLU Library (Required for display in R.See ""Installing OpenGL support"" in README.md. Not needed ifonly browser displays using rglwidget() are wanted.), zlib(optional), libpng, optional), FreeType (optional),pandoc, needed for vignettes), LaTeX needed foroptional latex3d() examples."
Rglpk,glpk,,TRUE,"GLPK library package (e.g., libglpk-dev onDebian/Ubuntu)"
rgnparser,,,TRUE,gnparser (<https://github.com/gnames/gnparser>)
rgrass,,grass,TRUE,GRASS
rgrass7,,grass,TRUE,
rGroovy,,,TRUE,Java
RH2,,,TRUE,java runtime
ridge,gsl,,TRUE,Gnu Scientific Library version
rim,,maxima,FALSE,"Maxima (https://sourceforge.net/projects/maxima/,tested with versions-, needs to be on PATH"
riot,cmake,,TRUE,
rirods,,,FALSE,iRODS C++ HTTP API(<https://github.com/irods/irods_client_http_api>)
rixpress,,,FALSE,Nix
rjags,jags,,TRUE,JAGSx.y
rJava,java,,TRUE,"Java JDKor higher (for JRI/REngine JDKorhigher),"
RJDemetra,,,FALSE,Java
rjdmarkdown,,,FALSE,Java
rjdqa,,,FALSE,Java
rJPSGCS,,,TRUE,
RJSDMX,,,TRUE,Java
rjuliabugs,,,FALSE,"Julia with the following packagesinstalled: 'JuliaBUGS.jl', 'LogDensityProblemsAD.jl','ReverseDiff.jl', 'AdvancedHMC.jl', 'AbstractMCMC.jl','LogDensityProblems.jl', 'MCMCChains.jl', 'RCall.jl','Suppressor.jl'."
rkafka,,,TRUE,
rkafkajars,,,TRUE,Java JDKor higher
RKEA,,,TRUE,Java
RKEAjars,,,TRUE,Java
RKEEL,,,TRUE,Java
rkeops,cmake,cmake,TRUE,
Rlibeemd,gsl,,TRUE,GNU GSL
rlibkriging,cmake,,TRUE,
RMariaDB,mysql,,TRUE,"libmariadb-client-lgpl-dev or libmariadb-dev orlibmysqlclient-dev, with libssl-dev (deb),mariadb-connector-c-devel or mariadb-devel (rpm),mariadb-connector-c or mysql-connector-c (brew)"
RMark,,,TRUE,"notepad.exe, mark.exe (or mark32.exe andmark64.exe) and rel_32.exe (see README.txt)"
rmarkdown,,pandoc,TRUE,pandoc - http://pandoc.org
rmatio,,,TRUE,zlib headers and library.
rmcfs,,,TRUE,Java
RmdConcord,,,FALSE,"pandocwith 'commonmark_x' processing and'sourcepos' extension, needed for 'rmarkdown' formats)."
rmdfiltr,,,TRUE,pandoc; https://pandoc.org)
RmecabKo,mecab,,TRUE,
rMIDAS,,,TRUE,Python
rminizinc,,,TRUE,
RMOA,,,TRUE,Java
RMOAjars,,,TRUE,Java
Rmosek,,,TRUE,MOSEK and MOSEK License
Rmpfr,gmp mpfr,,TRUE,"gmp, mpfr, pdfcrop (part ofTexLive) is required to rebuild the vignettes."
Rmpi,openmpi,openmpi,TRUE,
RMySQL,mysql,,TRUE,"libmariadb-client-dev | libmariadb-client-lgpl-dev| libmysqlclient-dev (deb), mariadb-devel (rpm), mariadb |mysql-connector-c (brew), mysql56_dev (csw)"
RNCBIEUtilsLibs,,,TRUE,
rnetcarto,gsl,,TRUE,GNU GSL
RNetCDF,netcdf udunits,,FALSE,"netcdf, udunits-2"
RNetLogo,,,TRUE,"Java, NetLogo"
RoBMA,jags,,TRUE,JAGS(https://mcmc-jags.sourceforge.io/)
RoBSA,jags,,TRUE,JAGS(https://mcmc-jags.sourceforge.io/)
RODBC,odbc,,TRUE,An ODBC3 driver manager and drivers.
rodeo,,,FALSE,The tools to run 'R CMD SHLIB' on 'Fortran' code.The used 'Fortran' compiler must support pointer initializationwhich is a feature of thestandard.
roger,,,TRUE,roger-base (for interface functions only)
Rogue,,,TRUE,C99
ROI.plugin.symphony,coin-or-symphony,,TRUE,
rolog,,,FALSE,swi-prolog
ropenblas,,,TRUE,GCC Compiler Suite (C and Fortran)
ROpenCVLite,,cmake,FALSE,cmake
ROracle,,,FALSE,curl Oracle Instant Client or Oracle DatabaseClient
Rpadrino,,,FALSE,libcurl: libcurl-devel (rpm) orlibcurl4-openssl-dev (deb).
rpanel,xvfb bwidget,bwidget,TRUE,
Rpoppler,poppler,,TRUE,"Poppler Glib interface headers and libraries(<http://poppler.freedesktop.org/>) [Debian/Ubuntu:libpoppler-glib-dev, Fedora: poppler-glib-devel]"
rpostgis,,,TRUE,'PostgreSQL' with 'PostGIS' extension
RPostgres,postgresql,,TRUE,libpq: libpq-dev (deb) or postgresql-devel(rpm)
RPostgreSQL,postgresql,,TRUE,
rPref,,,TRUE,Windows: cmd.exe and cscript.exe
RProtoBuf,protobuf,,TRUE,"ProtoBuf libraries and compiler versionorlater; On Debian/Ubuntu these can be installed aslibprotoc-dev, libprotobuf-dev and protobuf-compiler, while onFedora/CentOS protobuf-devel and protobuf-compiler are needed.A  compiler is required as well."
RPushbullet,,,TRUE,"A user API key (which one can request from thewebsite at <http://www.pushbullet.com>), and one or moredevices to push messages to which may be any one of an (Androidor iOS) phone, a (Chrome or Firefox, or Opera or Safari)browser or the (Windows or Mac) desktop application providedthe corresponding Pushbullet 'app' has been installed on anyone of these."
RPyGeo,,,TRUE,"Python, ArcGIS"
RQuantLib,quantlib boost,,TRUE,"QuantLib library fromhttps://quantlib.org, Boost library from https://www.boost.org"
rrd,rrdtool,,TRUE,
Rrdrand,,,TRUE,
rriskDistributions,xvfb,,TRUE,"Tcl/Tk, Tktable"
RSAGA,,saga,TRUE,SAGA GISLTS -
Rsagacmd,,saga,TRUE,SAGA-GIS
rsahmi,,,FALSE,"kraken2, seqkit"
rsamplr,,,FALSE,"Cargo (Rust's package manager), rustc"
rscala,scala,scala,TRUE,
RSclient,openssl,,TRUE,
Rserve,,,TRUE,"libR,"
rshift,cargo,,TRUE,rustc & cargo if building from source
RSiena,xvfb,,TRUE,
Rsmlx,,,TRUE,'Monolix' (<https://monolix.lixoft.com>)
rsparkling,,,TRUE,Java
rSRD,,,FALSE,Rtools for Windows
Rssa,fftw,,TRUE,fftw
RsSimulx,,,FALSE,'Simulx' (<http://simulx.lixoft.com/>)
rstan,,pandoc,TRUE,pandoc
rstanarm,,pandoc,TRUE,"pandoc, pandoc-citeproc"
rstantools,,pandoc,TRUE,"pandoc,"
rsubgroup,,,TRUE,Java
RSurvey,xvfb,,TRUE,
rsvg,librsvg2,,FALSE,librsvg2 (at least version
rswipl,,,FALSE,"CMake, pandoc, libarchive,libregex, libexpat, liblzma, libzstd, liblz4, libz2, libz,libbcrypt"
Rsymphony,coin-or-symphony,,TRUE,SYMPHONY libraries and headers
rsyncrosim,,,TRUE,SyncroSim
rsyslog,,,TRUE,POSIX.1-2001
RTD,,,TRUE,"embulk, embulk-output-td"
rtika,,,TRUE,Java
rtiktoken,,,FALSE,"Cargo (Rust's package manager), rustc"
rtmpt,gsl,,TRUE,GSL
rTorch,,qpdf pandoc,TRUE,
runjags,jags,,TRUE,JAGS(https://mcmc-jags.sourceforge.io/)
ruta,,,TRUE,
rvg,,,TRUE,libpng
rviewgraph,,,FALSE,Java
rvisidata,,,FALSE,visidata
RVowpalWabbit,boost,,TRUE,
RWeka,,,TRUE,Java
RWekajars,,,TRUE,Java
RWinEdt,,,TRUE,WinEdt
rzmq,zeromq,,TRUE,ZeroMQ: libzmq3-dev (deb) or zeromq-devel(rpm)
s2,openssl,,FALSE,"cmake, OpenSSL, Abseil"
s2dv,,,FALSE,cdo
s2dverification,,,TRUE,
sacRebleu,,,FALSE,lib/llvm-config
saeHB,,,TRUE,JAGS (http://mcmc-jags.sourceforge.net)
saeHB.gpois,,,TRUE,
saeHB.hnb,,,TRUE,
saeHB.panel,,,TRUE,JAGS (http://mcmc-jags.sourceforge.net)
saeHB.panel.beta,,,FALSE,JAGS (http://mcmc-jags.sourceforge.net)
saeHB.spatial,,,TRUE,JAGS (http://mcmc-jags.sourceforge.net)
saeHB.twofold,,,TRUE,JAGS (http://mcmc-jags.sourceforge.net)
saeHB.unit,,,FALSE,JAGS (http://mcmc-jags.sourceforge.net)
saeHB.zinb,,,TRUE,
salso,cargo,,TRUE,"Cargo (Rust's package manager), rustc"
saotd,,,TRUE,
sapo,,,FALSE,"GDAL, GEOS, PROJ"
saros.base,,,FALSE,None.
sarsop,,,TRUE,"mallinfo, hence Linux, MacOS or Windows"
SASmarkdown,,,FALSE,SAS
SBRect,,,TRUE,
sbrl,,,FALSE,"gmp, gsl"
scaffolder,,,TRUE,
scatteR,,,TRUE,
scModels,gmp mpfr,,TRUE,"gmp, mpfr"
sdcTable,glpk gmp,,TRUE,"GLPK library, including -dev or -devel part"
sdmApp,,java-bin,TRUE,
SDMtune,,java-bin,TRUE,Java
seewave,,,TRUE,LIBSNDFILE
SemiCompRisks,gsl,,TRUE,
sen2r,,,TRUE,
sendigR,,,TRUE,Python(>=3.9.6)
seqinr,,,TRUE,zlib headers and library.
seqminer,,,TRUE,"zlib headers and libraries, optionally also bzip2 and POSIX-compliant regex functions."
sequenza,,pandoc,TRUE,
sequoia,,,FALSE,Fortran95
sf,gdal geos proj sqlite,,FALSE,"GDAL, GEOS, PROJ,sqlite3"
sgmcmc,,,TRUE,
SGP,,tex-pdfpages,TRUE,(PDF)LaTeX (https://www.latex-project.org/) with'pdfpages' package for studentGrowthPlot option in visualizeSGPto bind together student growth plots into school catalogs
sharx,,,TRUE,jags
shiny.benchmark,,,FALSE,"yarnor higher, Nodeor higher"
shinyalert,,pandoc,TRUE,
shinyInvoice,,,FALSE,pandoc
shinyjs,,pandoc,TRUE,
shinyloadtest,,pandoc,TRUE,pandoc - http://pandoc.org
shinyscholar,,,FALSE,pandoc is required for generating reproduciblereports
shinytest,,,TRUE,PhantomJS (http://phantomjs.org/)
shinyWGD,,,FALSE,"pandoc, pandoc-citeproc"
shortcuts,,,TRUE,RStudio
showtext,libpng freetype,,TRUE,"zlib, libpng, FreeType"
shrinkGPR,,,FALSE,"torch backend, for installation guide seehttps://cran.r-project.org/web/packages/torch/vignettes/installation.html"
SIBER,,,TRUE,JAGS
simhelpers,,,TRUE,RStudio
SimInf,gsl,,TRUE,GNU Scientific Library (GSL)
simplace,,,FALSE,Java
simplermarkdown,,pandoc,TRUE,Pandoc (http://pandoc.org) needs to installed andavailable in the search path.
simplexreg,gsl,,TRUE,
sims,,,FALSE,JAGSx.y
simStateSpace,,,FALSE,GNU GSL
sjtable2df,,,FALSE,Quarto command line tools(https://github.com/quarto-dev/quarto-cli).
slendr,,,TRUE,'SLiM' is a forward simulation software forpopulation genetics and evolutionary biology. See<https://messerlab.org/slim/> for installation instructions andfurther information. The 'Python' coalescent framework'msprime' and the 'tskit' module can by installed by followingthe instructions at <https://tskit.dev/>.
slowraker,,java-bin,TRUE,Java
slurm,,,FALSE,"Slurm command line programs (sacct, squeue)"
smam,gsl,,TRUE,"GNU GSL,"
smile,,,TRUE,"GDAL, GEOS, PROJ"
snSMART,,,TRUE,JAGSx.y
socratadata,,,FALSE,"Cargo (Rust's package manager), rustc, xz"
sodium,libsodium,,TRUE,libsodium
SOFIA,,,TRUE,Circos
soilhypfit,,,TRUE,"gmp, mpfr"
soptdmaeA,xvfb,,TRUE,
sound,,,TRUE,"For playing sounds, a command line system tool forplaying wav-files is required."
sourcoise,,,FALSE,Quarto command line tools(https://github.com/quarto-dev/quarto-cli).
spaMM,gsl,,TRUE,GNU Scientific Library (GSL)
sparkbq,,,TRUE,Sparkx)
sparklyr,,java-bin,FALSE,"Spark:x, orx, orx"
sparklyr.flint,,,TRUE,Spark:x or above
sparklyr.nested,,,TRUE,Spark:x orx
sparktf,,,TRUE,TensorFlow (https://www.tensorflow.org/)
SPARSEMODr,gsl,,TRUE,
sparsesurv,,,FALSE,JAGSx)
spate,fftw,,TRUE,fftw3
SpatialDDLS,,,FALSE,"Python, TensorFlow(https://www.tensorflow.org/)"
spatPomp,,,TRUE,"For Windows users, Rtools (seehttps://cran.r-project.org/bin/windows/Rtools/)."
spatsoc,,,FALSE,"GDAL, GEOS, PROJ,sqlite3"
spcosa,,,TRUE,Java
speakeasyR,,,FALSE,arpack (optional)
specklestar,fftw,,TRUE,fftw3
spFW,fftw,,TRUE,
spherepc,,,TRUE,XQuartz (on MacOS)
spongecake,,ffmpeg-bin,TRUE,FFmpeg (http://ffmpeg.org)
sportyR,,,TRUE,"pandoc, pandoc-citeproc"
SQLFormatteR,,,FALSE,"Cargo (Rust's package manager), rustc"
SqlRender,,,FALSE,Java
ssh,libssh,,TRUE,"libssh(the original, not libssh2)"
SSHAARP,,gmt ghostscript,TRUE,"GMTor, Ghostscript"
sstvars,,,FALSE,"BLAS, LAPACK"
ssw,,,FALSE,"Python, ssw-py. Detailedinstallation instructions can be found in the README file."
stanette,,pandoc,TRUE,
StanHeaders,,,TRUE,pandoc
stanza,,,FALSE,"R, Python, stanza"
staplr,,,FALSE,Java
startR,,,FALSE,cdo ecFlow
starvz,,,TRUE,"C++, arrow package with gzip codec, StarPU"
Statamarkdown,,,FALSE,Stata
statgenGxE,,pdflatex,TRUE,pdflatex
statgenSTA,,pdflatex,TRUE,pdflatex
Statsomat,,python3,TRUE,
stevedore,,docker,TRUE,docker
stmgp,,,TRUE,PLINK must be installed
stpphawkes,,,FALSE,GNU GSL
strawr,curl,,TRUE,libcurl: libcurl-devel (rpm) orlibcurl4-openssl-dev (deb)
streambugs,,,TRUE,C99
streamMOA,,,TRUE,Java
stressor,,,FALSE,python(>=3.8.10)
string2path,cargo,,FALSE,"Cargo (Rust's package manager), rustc"
stringi,,,TRUE,"ICU4C, optional)"
subspace,,,TRUE,
sudachir,,,TRUE,Python
SuperGauss,fftw,,TRUE,fftw3
surveyvoi,fftw gmp mpfr,,FALSE,"JAGS (optional), fftw3, gmp, gmpxx, mpfr, autoconf,automake"
survSNP,gsl,,TRUE,GNU GSL
svDialogs,,zenity yad,TRUE,"zenity, yad"
svglite,libpng,,TRUE,libpng
svKomodo,,,TRUE,Komodo Edit(https://www.activestate.com/products/komodo-ide/)
switchboard,xvfb,,TRUE,
switchr,,git subversion,TRUE,"git, svn"
swmmr,,,TRUE,
SymbolicDeterminants,,,TRUE,gmp
symbolicQspray,,,FALSE,"gmp, mpfr"
symengine,cmake gmp mpfr,,TRUE,"cmake, gmp, mpfr"
symSEM,,,FALSE,Python
SymTS,gsl,,TRUE,
sysfonts,libpng freetype,,TRUE,"zlib, libpng, FreeType"
systemfonts,freetype,,TRUE,"fontconfig, freetype2"
tables,,,TRUE,pandoc for vignettes
tabr,,lilypond,FALSE,LilyPond v2.22.1-2+ (needed for rendering sheetmusic or writing MIDI files)
tabulapdf,,,FALSE,"Java: openjdk-11-jdk (deb),java-11-openjdk.x86_64 (rpm), openjdk@11 (brew)"
tapkee,,,TRUE,'tapkee' (http://tapkee.lisitsyn.me/)
TAQMNGR,,,TRUE,zlib headers and library
tcltk2,xvfb,,TRUE,"Tcl/Tk, Tktable, optional)"
TDA,gmp,,TRUE,"gmp,"
TDCM,,,FALSE,pandoc
telefit,,,TRUE,
tensorflow,,,TRUE,TensorFlow (https://www.tensorflow.org/)
tergo,,,FALSE,"Cargo (Rust's package manager), rustc"
terminalgraphics,,,FALSE,A terminal emulator supporting the TerminalGraphics Protocol(<https://sw.kovidgoyal.net/kitty/graphics-protocol/>) orSixel.
terra,gdal geos proj sqlite,,FALSE,"GDAL, GEOS, PROJ, TBB, sqlite3"
tesseract,tesseract leptonica,,TRUE,Tesseract(libtesseract-dev /tesseract-devel) and Leptonica (libleptonica-dev /leptonica-devel). On Debian you need to install the Englishtraining data separately (tesseract-ocr-eng)
TexExamRandomizer,,latexmk,TRUE,
texor,,,FALSE,pandoc - https://pandoc.org
texPreview,,tex-standalone,TRUE,
texreg,,pandoc,TRUE,"pandoc suggested for using wordregfunction; LaTeX packages tikz, booktabs, dcolumn, rotating,thumbpdf, longtable, paralist for the vignette"
text,,,TRUE,Python
textrecipes,,,FALSE,""""""
textshaping,freetype harfbuzz fribidi,,TRUE,"freetype2, harfbuzz, fribidi"
textTinyR,,,TRUE,libarmadillo: apt-get install -y libarmadillo-dev(deb)
tfaddons,,,TRUE,TensorFlow(https://www.tensorflow.org/)
tfautograph,,,TRUE,TensorFlow (https://www.tensorflow.org/)
tfdatasets,,,TRUE,TensorFlow(https://www.tensorflow.org/)
tfestimators,,,FALSE,TensorFlow (https://www.tensorflow.org/)
tfevents,,,FALSE,"libprotobuf, protobuf-compiler"
tfhub,,,TRUE,TensorFlow(https://www.tensorflow.org/)
tfio,,,TRUE,TensorFlow(https://www.tensorflow.org/)and TensorFlow IO(https://github.com/tensorflow/io)
tfprobability,,,TRUE,TensorFlow Probability(https://www.tensorflow.org/probability)
Thermimage,,exiftool ffmpeg-bin imagemagick-bin,TRUE,"exiftool, perl, ffmpeg, imagemagick"
tidycwl,,pandoc,TRUE,"PhantomJS (https://phantomjs.org), pandoc - https://pandoc.org."
tidync,,,TRUE,netcdf udunits-2
tiff,libjpeg libtiff,,TRUE,tiff and jpeg libraries
tikzDevice,,tex-pgf,TRUE,pgf
tiledb,tiledb,,FALSE,"A  compiler is required; on macOS compilationversionor later is required. Optionally cmake (only whenTileDB source build selected), curl (only when TileDB sourcebuild selected)), and git (only when TileDB source buildselected); on x86_64 and M1 platforms pre-built TileDB Embeddedlibraries are available at GitHub and are used if no TileDBinstallation is detected, and no other option to build ordownload was specified by the user."
tiler,,gdal-python,TRUE,"Python, python-gdal library (For Windows,gdal installed via OSGeo4W <https://trac.osgeo.org/osgeo4w/>recommended) clipboard"
timechange,,,TRUE,A system with zoneinfo data (e.g./usr/share/zoneinfo) as well as a recent-enough  compiler(such as g++-4.8 or later). On Windows the zoneinfo includedwith R is used.
tkImgR,xvfb,tkimg,TRUE,"Tcl/Tk. To read and write other formatsthan PPM/PGM, PNG and GIF it is required the 'tkImg' for'Tcl/Tk' (https://sourceforge.net/projects/tkimg/), or thedebian 'libtk-img' package (Ubuntu) or the RPM 'tkimg' package(Fedora or openSUSE)."
tkrplot,,,TRUE,Windows or X11
tkRplotR,xvfb,,TRUE,Tcl/Tk
TMB,,g++,TRUE,
tok,,,FALSE,"Cargo (Rust's package manager), rustc"
tomledit,,,FALSE,"Cargo (Rust's package manager), rustc"
TooManyCellsR,,,TRUE,'TooManyCells'(https://github.com/GregorySchwartz/too-many-cells)
topicmodels,gsl,,FALSE,GNU Scientific Library version
topicmodels.etm,,,TRUE,LibTorch (https://pytorch.org/)
topics,,,FALSE,Python
torch,,,TRUE,LibTorch (https://pytorch.org/); Only x86_64platforms are currently supported except for ARM system runningmacOS.
ToxicR,cmake,,TRUE,
trackdem,,python3 ffmpeg-bin exiftool,TRUE,"Python, Libav, ExifTool"
trackter,,ffmpeg-bin,TRUE,
TreeBUGS,,,TRUE,JAGS (https://mcmc-jags.sourceforge.io/)
TreeDist,,,FALSE,pandoc-citeproc
tsapp,,,TRUE,"under Linux, fftwtools needs libfftw3-dev"
TTAinterfaceTrendAnalysis,xvfb,,TRUE,
tth,,,FALSE,USE_C17
TTR.PGM,,,FALSE,CXX17
tutorial,,,TRUE,
TVMM,xvfb,,TRUE,
twc,,,FALSE,"PROJ, https://proj.org/download.html), GDAL(>=, https://gdal.org/download.html), NetCDF(>=,https://www.unidata.ucar.edu/software/netcdf/)."
typr,,,FALSE,Typst command line tool(<https://github.com/typst/typst>) or Quarto command line tool(<https://github.com/quarto-dev/quarto-cli>).
ubiquity,,perl,TRUE,Perl
udunits2,udunits,,TRUE,udunits fromhttps://www.unidata.ucar.edu/software/udunits/
UHM,,,FALSE,JAGSx.y
uHMM,xvfb,,TRUE,
unigd,,,FALSE,"libpng, cairo, freetype2, fontconfig"
units,udunits,,TRUE,udunits-2
unix,,,TRUE,"POSIX.1-2001, AppArmor (optional)"
unmconf,,,FALSE,JAGS(http://mcmc-jags.sourceforge.net)
unsum,,,FALSE,"Cargo (Rust's package manager), rustc"
untb,,pari,TRUE,PARI/GP[strongly recommended forlogkda()]
URooTab,,,FALSE,EViews
utr.annotation,,,TRUE,
V8,v8,,FALSE,"On Linux you can build against libv8-dev (Debian)or v8-devel (Fedora). We also provide static libv8 binaries formost platforms, see the README for details."
valection,,,TRUE,valection
valse,R-CRAN-RcppGSL,,TRUE,
vapour,gdal proj sqlite,,FALSE,"libgdal-dev, GDAL, PROJ"
varitas,,perl bwa,TRUE,"perl, bedtools, bwa"
vaultr,,,TRUE,vault
VBLPCM,gsl,,TRUE,Gnu Scientific Library
vcfppR,,,FALSE,"libcurl: libcurl-devel (rpm) orlibcurl4-openssl-dev (deb), ."
vcfR,devscripts,,TRUE,
vdiffr,libpng,,TRUE,libpng
vegawidget,,,TRUE,To use image functions for MacOS: X11
venneuler,,,TRUE,Javaor higher
VertexWiseR,,,FALSE,"Miniconda3 (v24.9.2), Python (<= v3.12), BrainStat(v0.4.2), vtk (v9.3.1), numpy (<= v1.26.4), nilearn (<=v0.12.0), netneurotools (<= v0.2.5)"
virtuoso,,,TRUE,"virtuoso-opensource (Linux). For Mac & Windows,this package can automate Virtuoso installation."
vitae,,,TRUE,pandoc - http://pandoc.org
VMDecomp,,,TRUE,"libarmadillo: apt-get install -y libarmadillo-dev(deb), libblas: apt-get install -y libblas-dev (deb),liblapack: apt-get install -y liblapack-dev (deb),libarpack++2: apt-get install -y libarpack++2-dev (deb),: apt-get install -y  (deb)"
vmr,,vagrant,TRUE,Vagrant <https://www.vagrantup.com>
vol2birdR,,,FALSE,"GSL, HDF5, PROJ"
warbleR,,,FALSE,"fftw3,  sox, Ghostscript, libsndfile, GDAL"
watcher,,,FALSE,"'libfswatch', or 'cmake' to compile from packagesources"
webdriver,,,TRUE,PhantomJS (http://phantomjs.org/)
webp,libwebp,,TRUE,libwebp
webshot,,imagemagick-bin,TRUE,"PhantomJS for taking screenshots, ImageMagick orGraphicsMagick and OptiPNG for manipulating images."
websocket,openssl,,TRUE,OpenSSL
wgaim,,,TRUE,asreml-Rx
WH,,,FALSE,LAPACK
whirl,,,FALSE,Quarto command line tool(<https://github.com/quarto-dev/quarto-cli>).
whitebox,,,TRUE,WhiteboxTools(https://github.com/jblindsay/whitebox-tools/releases/latest)
worcs,,,FALSE,pandoc - https://pandoc.org
wordnet,,wordnet,TRUE,Java; WordNet database files (directdownload:<https://wordnetcode.princeton.edu/3.0/WNdb-3.0.tar.gz>; Debianand Fedora package: wordnet)
workflowr,,,TRUE,pandoc - https://pandoc.org
writexl,,,FALSE,zlib
WriteXLS,,perl,TRUE,Perl
x.ent,,perl,TRUE,
x13binary,,,FALSE,Fortran sources included in `tools/x13as_html`require a Fortran compiler
xactonomial,,,FALSE,"Cargo (Rust's package manager), rustc"
XBRL,libxml2,,TRUE,
xdvir,,,FALSE,freetype2
xlcharts,,,FALSE,"Python, Conda"
XLConnect,,,TRUE,Java
xlsx,,,TRUE,java
xlsxjars,,,FALSE,java
XML,libxml2,,TRUE,libxml2
xml2,libxml2,,TRUE,"libxml2: libxml2-dev (deb), libxml2-devel (rpm)"
xmpdf,,,FALSE,'ghostscript' or 'pdftk' for editing pdf bookmarksand/or documentation info entries. 'exiftool' for editing pdfdocumentation info entries and/or xmp metadata.
XRJulia,,julia,TRUE,"Julia, vor later"
xslt,libxslt,,TRUE,"libxslt: libxslt1-dev (deb), libxslt-devel (rpm)"
yamlme,,,TRUE,pandoc - http://pandoc.org
ymd,cargo,,FALSE,"Cargo (Rust's package manager), rustc, xz"
youtubecaption,,,TRUE,
zoomerjoin,,,FALSE,"Cargo (Rust's package manager), rustc"
